-3.0e-1	-2.0e-1	1.99317627e-5	1.99317627e-5
-2.625e-1	-2.0e-1	2.85958008e-5	2.85958008e-5
-2.25e-1	-2.0e-1	3.98880615e-5	3.98880615e-5
-1.875e-1	-2.0e-1	5.40964233e-5	5.40964233e-5
-1.5e-1	-2.0e-1	7.13310669e-5	7.13310669e-5
-1.125e-1	-2.0e-1	9.144519e-5	9.144519e-5
-7.5e-2	-2.0e-1	1.13985596e-4	1.13985596e-4
-3.75e-2	-2.0e-1	1.3813855e-4	1.3813855e-4
0.0e0	-2.0e-1	1.62767578e-4	1.62767578e-4
3.75e-2	-2.0e-1	1.86469727e-4	1.86469727e-4
7.5e-2	-2.0e-1	2.07694702e-4	2.07694702e-4
1.125e-1	-2.0e-1	2.24924316e-4	2.24924316e-4
1.5e-1	-2.0e-1	2.36825806e-4	2.36825806e-4
1.875e-1	-2.0e-1	2.4244397e-4	2.4244397e-4
2.25e-1	-2.0e-1	2.41309082e-4	2.41309082e-4
2.625e-1	-2.0e-1	2.335177e-4	2.335177e-4
3.0e-1	-2.0e-1	2.19713623e-4	2.19713623e-4
3.375e-1	-2.0e-1	2.00991089e-4	2.00991089e-4
3.75e-1	-2.0e-1	1.78765625e-4	1.78765625e-4
4.125e-1	-2.0e-1	1.54585205e-4	1.54585205e-4
4.5e-1	-2.0e-1	1.29971802e-4	1.29971802e-4
4.875e-1	-2.0e-1	1.06245728e-4	1.06245728e-4
5.25e-1	-2.0e-1	8.444165e-5	8.444165e-5
5.625e-1	-2.0e-1	6.52529907e-5	6.52529907e-5
6.0e-1	-2.0e-1	4.90249634e-5	4.90249634e-5

-3.0e-1	-1.45834e-1	5.13145386e-5	5.13145386e-5
-2.625e-1	-1.45834e-1	7.36201172e-5	7.36201172e-5
-2.25e-1	-1.45834e-1	1.02690674e-4	1.02690674e-4
-1.875e-1	-1.45834e-1	1.39269531e-4	1.39269531e-4
-1.5e-1	-1.45834e-1	1.83638794e-4	1.83638794e-4
-1.125e-1	-1.45834e-1	2.35427979e-4	2.35427979e-4
